OR4F5	NM_001005484
APLP2	NM_001243299
ST14	NM_021978
ZBTB44	NM_014155
ADAMTS8	NM_007037
ADAMTS15	NM_139055
SNX19	NM_014758
NTM	NM_001144058
OPCML	NM_002545
SPATA19	NM_174927
IGSF9B	NM_014987
JAM3	NM_032801
NCAPD3	NM_015261
VPS26B	NM_052875
THYN1	NM_001037305
ACAD8	NM_014384
GLB1L3	NM_001080407
GLB1L2	NM_138342
B3GAT1	NM_018644
IQSEC3	NM_001170738
SLC6A12	NM_001206931
SLC6A13	NM_016615
KDM5A	NM_001042603
CCDC77	NM_032358
B4GALNT3	NM_173593
NINJ2	NM_016533
WNK1	NM_001184985
RAD52	NM_134424
ERC1	NM_178040
FBXL14	NM_152441
WNT5B	NM_032642
ADIPOR2	NM_024551
CACNA2D4	NM_172364
LRTM2	NM_001163926
DCP1B	NM_152640
CACNA1C	NM_001129827
FKBP4	NM_002014
ITFG2	NM_018463
NRIP2	NM_031474
FOXM1	NM_021953
TULP3	NM_001160408
TEAD4	NM_201443
TSPAN9	NM_001168320
PRMT8	NM_019854
EFCAB4B	NM_001144958
PARP11	NM_020367
CCND2	NM_001759
C12orf5	NM_020375
FGF23	NM_020638
FGF6	NM_020996
C12orf4	NM_020374
RAD51AP1	NM_006479
DYRK4	NM_003845
AKAP3	NM_006422
NDUFA9	NM_005002
GALNT8	NM_017417
KCNA6	NM_002235
KCNA1	NM_000217
KCNA5	NM_002234
NTF3	NM_001102654
ANO2	NM_020373
VWF	NM_000552
CD9	NM_001769
PLEKHG6	NM_018173
TNFRSF1A	NM_001065
SCNN1A	NM_001159576
LTBR	NM_002342
CD27	NM_001242
TAPBPL	NM_018009
VAMP1	NM_014231
MRPL51	NM_016497
NCAPD2	NM_014865
GAPDH	NM_002046
IFFO1	NM_001193457
NOP2	NM_006170
CHD4	NM_001273
LPAR5	NM_001142961
ACRBP	NM_032489
ING4	NM_001127582
ZNF384	NM_001135734
COPS7A	NM_016319
MLF2	NM_005439
PTMS	NM_002824
LAG3	NM_002286
CD4	NM_000616
GPR162	NM_019858
GNB3	NM_002075
CDCA3	NM_031299
USP5	NM_001098536
TPI1	NM_000365
SPSB2	NM_001146316
LRRC23	NM_201650
ENO2	NM_001975
ATN1	NM_001007026
C12orf57	NM_138425
PTPN6	NM_080548
EMG1	NM_006331
LPCAT3	NM_005768
C1S	NM_201442
C1R	NM_001733
C1RL	NM_016546
RBP5	NM_031491
CLSTN3	NM_014718
PEX5	NM_000319
ACSM4	NM_001080454
CD163L1	NM_174941
CD163	NM_004244
APOBEC1	NM_001644
GDF3	NM_020634
DPPA3	NM_199286
CLEC4C	NM_130441
NANOGNB	NM_001145465
NANOG	NM_024865
SLC2A14	NM_153449
SLC2A3	NM_006931
FOXJ2	NM_018416
C3AR1	NM_004054
NECAP1	NM_015509
CLEC4A	NM_016184
ZNF705A	NM_001004328
FAM90A1	NM_018088
CLEC6A	NM_001007033
CLEC4D	NM_080387
CLEC4E	NM_014358
AICDA	NM_020661
MFAP5	NM_003480
RIMKLB	NM_020734
A2ML1	NM_144670
PHC1	NM_004426
M6PR	NM_002355
KLRG1	NM_005810
A2M	NM_000014
PZP	NM_002864
KLRB1	NM_002258
CLEC2D	NM_013269
CLECL1	NM_001253750
CD69	NM_001781
KLRF1	NM_016523
CLEC2B	NM_005127
KLRF2	NM_001190765
CLEC2A	NM_001130711
CLEC12A	NM_001207010
CLEC1B	NM_016509
CLEC12B	NM_001129998
CLEC9A	NM_207345
CLEC1A	NM_016511
CLEC7A	NM_197947
OLR1	NM_002543
GABARAPL1	NM_031412
KLRD1	NM_002262
KLRK1	NM_007360
KLRC4	NM_013431
KLRC2	NM_002260
KLRC1	NM_002259
MAGOHB	NM_018048
STYK1	NM_018423
CSDA	NM_003651
TAS2R7	NM_023919
TAS2R8	NM_023918
TAS2R9	NM_023917
TAS2R10	NM_023921
PRR4	NM_007244
PRH1	NM_006250
TAS2R13	NM_023920
PRH2	NM_005042
TAS2R14	NM_023922
TAS2R50	NM_176890
TAS2R20	NM_176889
TAS2R19	NM_176888
TAS2R31	NM_176885
TAS2R46	NM_176887
TAS2R43	NM_176884
TAS2R30	NM_001097643
TAS2R42	NM_181429
PRB3	NM_006249
PRB4	NM_002723
PRB1	NM_199353
PRB2	NM_006248
ETV6	NM_001987
BCL2L14	NM_138723
LRP6	NM_002336
MANSC1	NM_018050
LOH12CR1	NM_058169
DUSP16	NM_030640
CREBL2	NM_001310
GPR19	NM_006143
CDKN1B	NM_004064
APOLD1	NM_001130415
DDX47	NM_016355
GPRC5A	NM_003979
GPRC5D	NM_018654
HEBP1	NM_015987
KIAA1467	NM_020853
GSG1	NM_001206842
EMP1	NM_001423
GRIN2B	NM_000834
ATF7IP	NM_018179
PLBD1	NM_024829
GUCY2C	NM_004963
HIST4H4	NM_175054
H2AFJ	NM_177925
WBP11	NM_016312
C12orf60	NM_175874
C12orf69	NM_001013698
ART4	NM_021071
MGP	NM_001190839
ERP27	NM_152321
ARHGDIB	NM_001175
PDE6H	NM_006205
RERG	NM_032918
PTPRO	NM_030667
EPS8	NM_004447
STRAP	NM_007178
DERA	NM_015954
SLC15A5	NM_001170798
MGST1	NM_020300
LMO3	NM_001243612
RERGL	NM_024730
PIK3C2G	NM_004570
PLCZ1	NM_033123
CAPZA3	NM_033328
PLEKHA5	NM_001143821
AEBP2	NM_001114176
PDE3A	NM_000921
SLCO1C1	NM_017435
SLCO1B3	NM_019844
SLCO1B1	NM_006446
SLCO1A2	NM_021094
IAPP	NM_000415
PYROXD1	NM_024854
RECQL	NM_032941
GOLT1B	NM_016072
C12orf39	NM_030572
GYS2	NM_021957
LDHB	NM_002300
KCNJ8	NM_004982
ABCC9	NM_020297
CMAS	NM_018686
ST8SIA1	NM_003034
KIAA0528	NM_014802
ETNK1	NM_018638
SOX5	NM_006940
BCAT1	NM_001178093
C12orf77	NM_001101339
LRMP	NM_001204126
CASC1	NM_018272
LYRM5	NM_001001660
KRAS	NM_033360
IFLTD1	NM_001145728
RASSF8	NM_001164748
BHLHE41	NM_030762
SSPN	NM_005086
ITPR2	NM_002223
ASUN	NM_018164
FGFR1OP2	NM_015633
TM7SF3	NM_016551
MED21	NM_004264
C12orf71	NM_001080406
STK38L	NM_015000
ARNTL2	NM_001248002
C12orf70	NM_001145010
PPFIBP1	NM_177444
REP15	NM_001029874
MRPS35	NM_021821
MANSC4	NM_001146221
KLHDC5	NM_020782
PTHLH	NM_198965
CCDC91	NM_018318
FAR2	NM_018099
ERGIC2	NM_016570
OVCH1	NM_183378
TMTC1	NM_001193451
IPO8	NM_006390
CAPRIN2	NM_001002259
TSPAN11	NM_001080509
DDX11	NM_152438
FAM60A	NM_001135812
DENND5B	NM_144973
METTL20	NM_001135863
AMN1	NM_001113402
H3F3C	NM_001013699
BICD1	NM_001714
FGD4	NM_139241
DNM1L	NM_012062
YARS2	NM_001040436
PKP2	NM_001005242
SYT10	NM_198992
ALG10	NM_032834
ALG10B	NM_001013620
CPNE8	NM_153634
KIF21A	NM_001173464
ABCD2	NM_005164
C12orf40	NM_001031748
SLC2A13	NM_052885
LRRK2	NM_198578
CNTN1	NM_001843
PDZRN4	NM_001164595
GXYLT1	NM_173601
YAF2	NM_001190979
ZCRB1	NM_033114
PPHLN1	NM_016488
PRICKLE1	NM_001144881
ADAMTS20	NM_025003
PUS7L	NM_001098614
IRAK4	NM_016123
TWF1	NM_001242397
TMEM117	NM_032256
NELL2	NM_001145107
DBX2	NM_001004329
ANO6	NM_001204803
ARID2	NM_152641
SCAF11	NM_004719
SLC38A1	NM_001077484
SLC38A2	NM_018976
SLC38A4	NM_001143824
AMIGO2	NM_181847
RPAP3	NM_024604
ENDOU	NM_001172439
RAPGEF3	NM_001098531
SLC48A1	NM_017842
HDAC7	NM_015401
VDR	NM_001017536
TMEM106C	NM_001143842
COL2A1	NM_001844
PFKM	NM_001166686
ASB8	NM_024095
C12orf68	NM_001013635
OR10AD1	NM_001004134
H1FNT	NM_181788
ZNF641	NM_001172681
ANP32D	NM_012404
C12orf54	NM_152319
OR8S1	NM_001005203
LALBA	NM_002289
KANSL2	NM_017822
CCNT1	NM_001240
ADCY6	NM_015270
CACNB3	NM_001206917
DDX23	NM_004818
RND1	NM_014470
CCDC65	NM_033124
FKBP11	NM_016594
ARF3	NM_001659
WNT10B	NM_003394
WNT1	NM_005430
DDN	NM_015086
PRKAG1	NM_002733
MLL2	NM_003482
RHEBL1	NM_144593
DHH	NM_021044
LMBR1L	NM_018113
TUBA1B	NM_006082
TUBA1A	NM_006009
TUBA1C	NM_032704
PRPH	NM_006262
TROAP	NM_005480
C1QL4	NM_001008223
DNAJC22	NM_024902
SPATS2	NM_023071
KCNH3	NM_012284
MCRS1	NM_001012300
FAM186B	NM_032130
PRPF40B	NM_001031698
FMNL3	NM_175736
TMBIM6	NM_001098576
NCKAP5L	NM_001037806
BCDIN3D	NM_181708
FAIM2	NM_012306
AQP2	NM_000486
AQP5	NM_001651
AQP6	NM_001652
RACGAP1	NM_001126104
SMARCD1	NM_003076
GPD1	NM_005276
CERS5	NM_147190
LIMA1	NM_001113546
FAM186A	NM_001145475
LARP4	NM_052879
DIP2B	NM_173602
ATF1	NM_005171
TMPRSS12	NM_182559
METTL7A	NM_014033
HIGD1C	NM_001109619
SLC11A2	NM_001174125
LETMD1	NM_001243689
CSRNP2	NM_030809
TFCP2	NM_005653
POU6F1	NM_002702
DAZAP2	NM_001136266
SMAGP	NM_001031628
BIN2	NM_016293
CELA1	NM_001971
GALNT6	NM_007210
SLC4A8	NM_001039960
SCN8A	NM_014191
FIGNL2	NM_001013690
ANKRD33	NM_182608
ACVRL1	NM_001077401
ACVR1B	NM_004302
GRASP	NM_181711
NR4A1	NM_173157
C12orf44	NM_001098673
KRT80	NM_182507
LOC283403	NM_001242696
KRT7	NM_005556
KRT81	NM_002281
KRT86	NM_002284
KRT83	NM_002282
KRT85	NM_002283
KRT84	NM_033045
KRT82	NM_033033
KRT75	NM_004693
KRT6B	NM_005555
KRT6C	NM_173086
KRT6A	NM_005554
KRT5	NM_000424
KRT71	NM_033448
KRT74	NM_175053
KRT72	NM_080747
KRT73	NM_175068
KRT2	NM_000423
KRT1	NM_006121
KRT77	NM_175078
KRT76	NM_015848
KRT3	NM_057088
KRT4	NM_002272
KRT79	NM_175834
KRT78	NM_173352
KRT8	NM_002273
KRT18	NM_000224
EIF4B	NM_001417
TENC1	NM_170754
SPRYD3	NM_032840
IGFBP6	NM_002178
SOAT2	NM_003578
CSAD	NM_001244705
ZNF740	NM_001004304
ITGB7	NM_000889
RARG	NM_000966
MFSD5	NM_001170790
ESPL1	NM_012291
PFDN5	NM_002624
C12orf10	NM_021640
AAAS	NM_015665
SP7	NM_152860
SP1	NM_138473
AMHR2	NM_020547
PRR13	NM_018457
PCBP2	NM_005016
MAP3K12	NM_001193511
TARBP2	NM_134324
NPFF	NM_003717
ATF7	NM_006856
ATP5G2	NM_005176
CALCOCO1	NM_020898
HOXC13	NM_017410
HOXC12	NM_173860
HOXC11	NM_014212
HOXC10	NM_017409
HOXC9	NM_006897
HOXC8	NM_022658
HOXC6	NM_004503
HOXC5	NM_018953
HOXC4	NM_153633
SMUG1	NM_001243788
CBX5	NM_001127321
HNRNPA1	NM_031157
NFE2	NM_001136023
COPZ1	NM_016057
GPR84	NM_020370
ZNF385A	NM_001130967
ITGA5	NM_002205
GTSF1	NM_144594
NCKAP1L	NM_005337
PDE1B	NM_000924
PPP1R1A	NM_006741
LACRT	NM_033277
DCD	NM_053283
MUCL1	NM_058173
NEUROD4	NM_021191
OR9K2	NM_001005243
OR10A7	NM_001005280
OR6C74	NM_001005490
OR6C6	NM_001005493
OR6C1	NM_001005182
OR6C3	NM_054104
OR6C75	NM_001005497
OR6C65	NM_001005518
OR6C76	NM_001005183
OR6C2	NM_054105
OR6C70	NM_001005499
OR6C68	NM_001005519
OR6C4	NM_001005494
OR10P1	NM_206899
METTL7B	NM_152637
ITGA7	NM_001144996
BLOC1S1	NM_001487
RDH5	NM_001199771
CD63	NM_001780
GDF11	NM_005811
ORMDL2	NM_014182
DNAJC14	NM_032364
MMP19	NM_002429
WIBG	NM_032345
DGKA	NM_201554
PMEL	NM_006928
CDK2	NM_001798
RAB5B	NM_002868
SUOX	NM_001032387
IKZF4	NM_022465
RPS26	NM_001029
ERBB3	NM_001982
PA2G4	NM_006191
RPL41	NM_001035267
ZC3H10	NM_032786
ESYT1	NM_015292
MYL6B	NM_002475
MYL6	NM_079423
SMARCC2	NM_003075
RNF41	NM_194359
SLC39A5	NM_173596
ANKRD52	NM_173595
COQ10A	NM_144576
CS	NM_004077
CNPY2	NM_014255
PAN2	NM_001127460
IL23A	NM_016584
STAT2	NM_005419
APOF	NM_001638
TIMELESS	NM_003920
MIP	NM_012064
SPRYD4	NM_207344
GLS2	NM_013267
RBMS2	NM_002898
BAZ2A	NM_013449
ATP5B	NM_001686
PTGES3	NM_006601
NACA	NM_001113203
PRIM1	NM_000946
HSD17B6	NM_003725
SDR9C7	NM_148897
RDH16	NM_003708
GPR182	NM_007264
ZBTB39	NM_014830
TAC3	NM_013251
MYO1A	NM_005379
TMEM194A	NM_001130963
NAB2	NM_005967
STAT6	NM_003153
LRP1	NM_002332
NXPH4	NM_007224
SHMT2	NM_005412
NDUFA4L2	NM_020142
STAC3	NM_145064
R3HDM2	NM_014925
INHBC	NM_005538
INHBE	NM_031479
GLI1	NM_005269
ARHGAP9	NM_032496
MARS	NM_004990
DDIT3	NM_001195054
MBD6	NM_052897
DCTN2	NM_006400
KIF5A	NM_004984
PIP4K2C	NM_024779
DTX3	NM_178502
ARHGEF25	NM_001111270
SLC26A10	NM_133489
B4GALNT1	NM_001478
OS9	NM_006812
AGAP2	NM_001122772
TSPAN31	NM_005981
CDK4	NM_000075
MARCH9	NM_138396
CYP27B1	NM_000785
METTL1	NM_005371
METTL21B	NM_015433
TSFM	NM_001172696
AVIL	NM_006576
CTDSP2	NM_005730
XRCC6BP1	NM_033276
LRIG3	NM_153377
SLC16A7	NM_004731
FAM19A2	NM_178539
USP15	NM_001252078
MON2	NM_015026
C12orf61	NM_175895
PPM1H	NM_020700
AVPR1A	NM_000706
DPY19L2	NM_173812
TMEM5	NM_014254
SRGAP1	NM_020762
C12orf66	NM_152440
C12orf56	NM_001170633
XPOT	NM_007235
TBK1	NM_013254
RASSF3	NM_178169
GNS	NM_002076
TBC1D30	NM_015279
WIF1	NM_007191
LEMD3	NM_014319
MSRB3	NM_001193461
HMGA2	NM_003483
LLPH	NM_032338
TMBIM4	NM_016056
IRAK3	NM_007199
HELB	NM_033647
GRIP1	NM_021150
CAND1	NM_018448
DYRK2	NM_006482
IFNG	NM_000619
IL26	NM_018402
IL22	NM_020525
MDM1	NM_017440
RAP1B	NM_001010942
NUP107	NM_020401
SLC35E3	NM_018656
MDM2	NM_002392
CPM	NM_001005502
CPSF6	NM_007007
LYZ	NM_000239
YEATS4	NM_006530
FRS2	NM_001042555
CCT2	NM_006431
LRRC10	NM_201550
BEST3	NM_032735
RAB3IP	NM_022456
CNOT2	NM_014515
KCNMB4	NM_014505
PTPRB	NM_001109754
PTPRR	NM_002849
TSPAN8	NM_004616
LGR5	NM_003667
ZFC3H1	NM_144982
THAP2	NM_031435
TMEM19	NM_018279
RAB21	NM_014999
TBC1D15	NM_022771
TPH2	NM_173353
TRHDE	NM_013381
ATXN7L3B	NM_001136262
KCNC2	NM_139137
CAPS2	NM_032606
GLIPR1L1	NM_152779
GLIPR1L2	NM_152436
GLIPR1	NM_006851
KRR1	NM_007043
PHLDA1	NM_007350
NAP1L1	NM_004537
BBS10	NM_024685
OSBPL8	NM_020841
ZDHHC17	NM_015336
CSRP2	NM_001321
E2F7	NM_203394
NAV3	NM_014903
SYT1	NM_001135806
PAWR	NM_002583
PPP1R12A	NM_002480
OTOGL	NM_173591
PTPRQ	NM_001145026
MYF6	NM_002469
MYF5	NM_005593
LIN7A	NM_004664
ACSS3	NM_024560
PPFIA2	NM_003625
CCDC59	NM_014167
TMTC2	NM_152588
SLC6A15	NM_182767
TSPAN19	NM_001100917
LRRIQ1	NM_001079910
ALX1	NM_006982
RASSF9	NM_005447
NTS	NM_006183
MGAT4C	NM_013244
C12orf50	NM_152589
C12orf29	NM_001009894
CEP290	NM_025114
TMTC3	NM_181783
KITLG	NM_000899
DUSP6	NM_001946
GALNT4	NM_003774
ATP2B1	NM_001682
EPYC	NM_004950
KERA	NM_007035
LUM	NM_002345
DCN	NM_133503
BTG1	NM_001731
CLLU1OS	NM_001025232
CLLU1	NM_001025233
C12orf74	NM_001037671
PLEKHG7	NM_001004330
EEA1	NM_003566
NUDT4	NM_019094
UBE2N	NM_003348
MRPL42	NM_172177
SOCS2	NM_003877
CRADD	NM_003805
PLXNC1	NM_005761
CCDC41	NM_001042399
TMCC3	NM_020698
NDUFA12	NM_018838
NR2C1	NM_003297
FGD6	NM_018351
VEZT	NM_017599
METAP2	NM_006838
USP44	NM_001042403
NTN4	NM_021229
SNRPF	NM_003095
CCDC38	NM_182496
AMDHD1	NM_152435
HAL	NM_002108
LTA4H	NM_000895
ELK3	NM_005230
CDK17	NM_001170464
NEDD1	NM_001135176
TMPO	NM_003276
SLC25A3	NM_005888
IKBIP	NM_153687
APAF1	NM_181861
ANKS1B	NM_152788
FAM71C	NM_153364
UHRF1BP1L	NM_015054
ACTR6	NM_022496
DEPDC4	NM_152317
SCYL2	NM_017988
SLC17A8	NM_139319
NR1H4	NM_001206993
GAS2L3	NM_174942
ANO4	NM_178826
SLC5A8	NM_145913
UTP20	NM_014503
ARL1	NM_001177
SPIC	NM_152323
MYBPC1	NM_001254718
CHPT1	NM_020244
SYCP3	NM_001177948
GNPTAB	NM_024312
DRAM1	NM_018370
CCDC53	NM_016053
NUP37	NM_024057
PARPBP	NM_017915
PMCH	NM_002674
IGF1	NM_001111285
PAH	NM_000277
ASCL1	NM_004316
C12orf42	NM_198521
STAB2	NM_017564
NT5DC3	NM_001031701
HSP90B1	NM_003299
C12orf73	NM_001135570
TDG	NM_003211
GLT8D2	NM_031302
HCFC2	NM_013320
NFYB	NM_006166
TXNRD1	NM_001093771
EID3	NM_001008394
CHST11	NM_018413
SLC41A2	NM_032148
C12orf45	NM_152318
ALDH1L2	NM_001034173
KIAA1033	NM_015275
APPL2	NM_018171
C12orf75	NM_001145199
NUAK1	NM_014840
CKAP4	NM_006825
TCP11L2	NM_152772
POLR3B	NM_018082
RFX4	NM_001206691
RIC8B	NM_018157
C12orf23	NM_152261
MTERFD3	NM_025198
CRY1	NM_004075
BTBD11	NM_001018072
PWP1	NM_007062
PRDM4	NM_012406
ASCL4	NM_203436
WSCD2	NM_014653
CMKLR1	NM_001142345
FICD	NM_007076
SART3	NM_014706
ISCU	NM_213595
TMEM119	NM_181724
SELPLG	NM_003006
CORO1C	NM_014325
SSH1	NM_018984
DAO	NM_001917
SVOP	NM_018711
USP30	NM_032663
ALKBH2	NM_001145375
UNG	NM_080911
ACACB	NM_001093
FOXN4	NM_213596
MYO1H	NM_001101421
KCTD10	NM_031954
UBE3B	NM_183415
MMAB	NM_052845
MVK	NM_001114185
TRPV4	NM_021625
GLTP	NM_016433
TCHP	NM_001143852
GIT2	NM_057169
ANKRD13A	NM_033121
C12orf76	NM_207435
IFT81	NM_001143779
ATP2A2	NM_170665
ANAPC7	NM_016238
ARPC3	NM_005719
GPN3	NM_001164372
VPS29	NM_057180
RAD9B	NM_152442
PPTC7	NM_139283
TCTN1	NM_001082538
HVCN1	NM_032369
PPP1CC	NM_001244974
CCDC63	NM_152591
MYL2	NM_000432
CUX2	NM_015267
FAM109A	NM_001177997
SH2B3	NM_005475
ATXN2	NM_002973
BRAP	NM_006768
ACAD10	NM_001136538
ALDH2	NM_000690
MAPKAPK5	NM_139078
TMEM116	NM_001193531
ERP29	NM_006817
NAA25	NM_024953
TRAFD1	NM_006700
RPL6	NM_000970
PTPN11	NM_002834
RPH3A	NM_001143854
OAS1	NM_016816
OAS3	NM_006187
OAS2	NM_016817
DTX1	NM_004416
RASAL1	NM_001193521
CCDC42B	NM_001144872
DDX54	NM_001111322
C12orf52	NM_032848
IQCD	NM_138451
TPCN1	NM_001143819
SLC24A6	NM_024959
PLBD2	NM_173542
SDS	NM_006843
SDSL	NM_138432
LHX5	NM_022363
RBM19	NM_001146699
TBX5	NM_181486
TBX3	NM_016569
MED13L	NM_015335
MAP1LC3B2	NM_001085481
C12orf49	NM_024738
RNFT2	NM_001109903
HRK	NM_003806
FBXW8	NM_153348
TESC	NM_017899
FBXO21	NM_033624
NOS1	NM_001204218
KSR2	NM_173598
RFC5	NM_007370
WSB2	NM_018639
VSIG10	NM_019086
PEBP1	NM_002567
TAOK3	NM_016281
SUDS3	NM_022491
SRRM4	NM_194286
HSPB8	NM_014365
CCDC60	NM_178499
TMEM233	NM_001136534
PRKAB1	NM_006253
CIT	NM_001206999
CCDC64	NM_207311
RAB35	NM_006861
GCN1L1	NM_006836
RPLP0	NM_001002
PXN	NM_001080855
SIRT4	NM_012240
PLA2G1B	NM_000928
MSI1	NM_002442
COX6A1	NM_004373
TRIAP1	NM_016399
GATC	NM_176818
SRSF9	NM_003769
DYNLL1	NM_001037495
COQ5	NM_032314
RNF10	NM_014868
POP5	NM_015918
CABP1	NM_001033677
MLEC	NM_014730
UNC119B	NM_001080533
ACADS	NM_000017
SPPL3	NM_139015
HNF1A	NM_000545
C12orf43	NM_022895
OASL	NM_003733
P2RX7	NM_002562
P2RX4	NM_002560
CAMKK2	NM_006549
ANAPC5	NM_016237
RNF34	NM_025126
KDM2B	NM_032590
ORAI1	NM_032790
MORN3	NM_173855
TMEM120B	NM_001080825
RHOF	NM_019034
SETD1B	NM_015048
HPD	NM_002150
PSMD9	NM_002813
WDR66	NM_144668
BCL7A	NM_020993
MLXIP	NM_014938
IL31	NM_001014336
LRRC43	NM_001098519
B3GNT4	NM_030765
DIABLO	NM_019887
VPS33A	NM_022916
CLIP1	NM_001247997
ZCCHC8	NM_017612
RSRC2	NM_023012
KNTC1	NM_014708
HCAR2	NM_177551
HCAR3	NM_006018
HCAR1	NM_032554
DENR	NM_003677
CCDC62	NM_201435
HIP1R	NM_003959
VPS37B	NM_024667
ABCB9	NM_019625
OGFOD2	NM_024623
ARL6IP4	NM_018694
PITPNM2	NM_020845
MPHOSPH9	NM_022782
C12orf65	NM_152269
CDK2AP1	NM_004642
SBNO1	NM_001167856
SETD8	NM_020382
RILPL2	NM_145058
SNRNP35	NM_180699
RILPL1	NM_178314
TMED2	NM_006815
DDX55	NM_020936
EIF2B1	NM_001414
GTF2H3	NM_001516
TCTN2	NM_024809
ATP6V0A2	NM_012463
DNAH10	NM_207437
CCDC92	NM_025140
ZNF664	NM_001204298
FAM101A	NM_181709
NCOR2	NM_006312
SCARB1	NM_005505
UBC	NM_021009
DHX37	NM_032656
BRI3BP	NM_080626
AACS	NM_023928
TMEM132B	NM_052907
TMEM132C	NM_001136103
SLC15A4	NM_145648
GLT1D1	NM_144669
TMEM132D	NM_133448
FZD10	NM_007197
PIWIL1	NM_004764
RIMBP2	NM_015347
STX2	NM_194356
RAN	NM_006325
GPR133	NM_198827
SFSWAP	NM_004592
MMP17	NM_016155
ULK1	NM_003565
PUS1	NM_025215
EP400	NM_015409
DDX51	NM_175066
NOC4L	NM_024078
GALNT9	NM_001122636
FBRSL1	NM_001142641
P2RX2	NM_170682
POLE	NM_006231
PXMP2	NM_018663
PGAM5	NM_001170543
ANKLE2	NM_015114
GOLGA3	NM_005895
CHFR	NM_001161344
ZNF605	NM_001164715
ZNF26	NM_019591
ZNF84	NM_001127372
ZNF140	NM_003440
ZNF10	NM_015394
ZNF268	NM_003415
TUBA3C	NM_006001
TPTE2	NM_199254
MPHOSPH8	NM_017520
PSPC1	NM_001042414
ZMYM5	NM_001142684
ZMYM2	NM_197968
GJA3	NM_021954
GJB2	NM_004004
GJB6	NM_001110221
CRYL1	NM_015974
IFT88	NM_006531
IL17D	NM_138284
N6AMT2	NM_174928
XPO4	NM_022459
LATS2	NM_014572
SAP18	NM_005870
SKA3	NM_145061
MRP63	NM_024026
ZDHHC20	NM_153251
EFHA1	NM_152726
FGF9	NM_002010
SGCG	NM_000231
SACS	NM_014363
TNFRSF19	NM_018647
MIPEP	NM_005932
C1QTNF9B-AS1	NM_001135816
C1QTNF9B	NM_001007537
SPATA13	NM_001166271
C1QTNF9	NM_178540
PARP4	NM_006437
ATP12A	NM_001676
RNF17	NM_031277
CENPJ	NM_018451
PABPC3	NM_030979
FAM123A	NM_152704
MTMR6	NM_004685
NUPL1	NM_014089
ATP8A2	NM_016529
SHISA2	NM_001007538
RNF6	NM_005977
CDK8	NM_001260
WASF3	NM_006646
GPR12	NM_005288
USP12	NM_182488
RPL21	NM_000982
RASL11A	NM_206827
GTF3A	NM_002097
MTIF3	NM_001166261
LNX2	NM_153371
POLR1D	NM_152705
GSX1	NM_145657
PDX1	NM_000209
CDX2	NM_001265
PRHOXNB	NM_001105577
FLT3	NM_004119
PAN3	NM_175854
FLT1	NM_002019
POMP	NM_015932
SLC46A3	NM_001135919
MTUS2	NM_001033602
SLC7A1	NM_003045
UBL3	NM_007106
KATNAL1	NM_001014380
HMGB1	NM_002128
USPL1	NM_005800
ALOX5AP	NM_001204406
HSPH1	NM_006644
B3GALTL	NM_194318
RXFP2	NM_130806
FRY	NM_023037
ZAR1L	NM_001136571
BRCA2	NM_000059
N4BP2L1	NM_052818
N4BP2L2	NM_033111
PDS5B	NM_015032
KL	NM_004795
STARD13	NM_178006
RFC3	NM_002915
NBEA	NM_015678
MAB21L1	NM_005584
DCLK1	NM_004734
CCDC169-SOHLH2	NM_001198910
SPG20	NM_015087
CCNA1	NM_003914
SERTM1	NM_203451
RFXAP	NM_000538
SMAD9	NM_001127217
ALG5	NM_013338
EXOSC8	NM_181503
FAM48A	NM_001014286
CSNK1A1L	NM_145203
POSTN	NM_006475
TRPC4	NM_003306
UFM1	NM_016617
FREM2	NM_207361
STOML3	NM_145286
PROSER1	NM_025138
NHLRC3	NM_001012754
LHFP	NM_005780
COG6	NM_020751
FOXO1	NM_002015
MRPS31	NM_005830
SLC25A15	NM_014252
ELF1	NM_172373
WBP4	NM_007187
KBTBD6	NM_152903
KBTBD7	NM_032138
MTRF1	NM_004294
NAA16	NM_024561
DGKH	NM_178009
AKAP11	NM_016248
TNFSF11	NM_003701
EPSTI1	NM_001002264
DNAJC15	NM_013238
ENOX1	NM_001127615
CCDC122	NM_144974
LACC1	NM_001128303
SERP2	NM_001010897
TSC22D1	NM_183422
NUFIP1	NM_012345
KIAA1704	NM_018559
GTF2F2	NM_004128
KCTD4	NM_198404
TPT1	NM_003295
SLC25A30	NM_001010875
COG3	NM_031431
FAM194B	NM_182542
SPERT	NM_152719
SIAH3	NM_198849
ZC3H13	NM_015070
CPB2	NM_001872
LCP1	NM_002298
KIAA0226L	NM_025113
LRCH1	NM_001164211
ESD	NM_001984
HTR2A	NM_000621
SUCLA2	NM_003850
NUDT15	NM_018283
MED4	NM_014166
ITM2B	NM_021999
RB1	NM_000321
LPAR6	NM_001162498
RCBTB2	NM_001268
CYSLTR2	NM_020377
FNDC3A	NM_001079673
MLNR	NM_001507
CDADC1	NM_030911
CAB39L	NM_030925
SETDB2	NM_001160308
PHF11	NM_001040443
RCBTB1	NM_018191
ARL11	NM_138450
EBPL	NM_032565
KPNA3	NM_002267
SPRYD7	NM_020456
TRIM13	NM_001007278
KCNRG	NM_173605
DLEU7	NM_198989
RNASEH2B	NM_024570
FAM124A	NM_001242312
SERPINE3	NM_001101320
INTS6	NM_012141
WDFY2	NM_052950
DHRS12	NM_001031719
CCDC70	NM_031290
ATP7B	NM_000053
